types_version;n_pollen;occurrences;plant_habitus;pollen_habitus;familly;Pollen_types_accepted;R_labels;E068;E069;E070;E071;E073;E074;W_386;W_385;W_388 ;Lac_Abhe;Awash;Melka_kontoure;Eth_HADAR01;Eth_HADAR02;Eth_HADAR03;Eth_HADAR04;Eth_HADAR05;Eth_HADAR06;Eth_HADAR07;E241;E242;E243;E244;E245;E246;E247;E248;E249;E250;E251;E252;E253;E254;E255;AML81-LS;AML81-LZ;AML81S33 ;AML81S36;AML81-VR;S136_3;S136_4;S136_5;S137_6;S257_4;E047;E048;E049;E050;E051;E052;E053;E054;E055;E003;E004;E005;E006;E007;E008;E009;E010;E011;E012;E013;E014;E015;E016;E017;E018;E019;E020;E021;E022;E023;E024;E025;E026;E268;E269;E270;E271;E272;E273;E274;E275;E276;E277;E278;E279;E280;E281;E282;E283;Omo_CR100_8;DW_16;DW_4;DW_1;DW_10;DW_14;DW_15;DW_18;DW_2;DW_2bis;DW_3;DW_5;DW_6;DW_7;DW_8;NG_1;NG_2;NG_3;NG_5;NG_6;NG_7;NG_8;NG_9;RB_1;RB_10;RB_11;RB_2;RB_4;RB_676;RB_7;DW_13;Awash_350;Awash_352;Awash_547_bis;Awash_574;Awash_575;Awash_582;Awash_A_Sued;Awash_A_Stat;Awash_C_L;Awash_G_604;Awash_G_80;Awash_Gba;Awash_Gomb;Awash_H_742;Awash_H_C74;Awash_H_C80;Awash_H_S4;Awash_H_V1;Awash_Hgf;Awash_K_80;Awash_L_A549;Awash_M_S;Awash_MK_G1;Awash_MK_G2;Awash_T_H;Awash_Tj;BB17-01;BB17-02;BB17-03;BB17-04;BB17-05;BB17-06;BB17-07;BB17-08;BB17-09;BB17-10;BB17-11;BB17-12;BB17-13;BB17-14;BB17-15;BB17-16;BB17-17;BB17-18;BB17-19;BB17-20;BB17-21;BB17-23;BB17-24;BB17-25;BB17-26;BB17-27;BB17-28;BB17-29;BB17-30;BB17-31;BB17-32;BB17-33;BB17-34;BB17-35;BB17-36;BB17-37;BB17-38;BB17-39;BB17-40;BB17-41;DB09-5;DB09-12;DB09-13;DB09-16;DB09-21;DB09-30;DB09-31;DB09-32;DB09-35;DB09-38;DB09-39;DB09-41;DB09-47;DB09-50;DB09-1;DB09-2;DB09-4;DB09-6;DB09-15;DB09-17;DB09-48;DB09-49;E200;E201;E202;E203;E204;E205;E206;E207;E208;E209;E213;E214;E228;E227;E229;E230;E231;E215;E223;E212;E217;E210;E224;E222;E226;E221;E232;E211;E233;E216;E220;E235;E219;E218;E234;E095;E094;E093;E085;Y96-40;Y96-03;Y96-08;Y96-138;Y96-139;Y96-140;RaK-01;RaK-02;RaK-03;RaK-04;Rak-08;RaK-05;RaK-07;RaK-06;FB_K3Sa;M_7a;M_104a;DB11-74;DB11-73;DB11-72;DB11-71;DB11-70;DB11-69;DB11-62;DB11-61;DB11-59B;DB11-59A;DB11-58;DB11-57;DB11-56;DB11-55;DB11-54
old;6;4;H(L);NL;CUCURBITACEAE;Cucurbitaceae undiff.;Cucurbitaceae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;2;2;H(L);NL;CUCURBITACEAE;Kedrostis foetidissima-type;Kedrostis_foetidissima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
old;28;15;ST;A;CUPRESSACEAE;Cupressaceae undiff.;Cupressaceae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;2;;;2;;3;1;1;3;2;1;1;4;;2;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;2612;170;T;A;CUPRESSACEAE;Juniperus-type procera;Juniperus_procera;2;3;17;161;404;40;3;84;425;;;15;2;1;2;;1;1;1;4;4;132;5;1;9;5;7;5;8;2;3;1;4;2;2;;4;3;6;10;68;13;3;;8;42;48;51;6;8;3;19;6;8;;2;5;;3;2;1;;;;;1;;;;;;;4;;1;;2;3;2;;2;4;19;7;8;4;2;5;;;;1;5;;3;1;6;;6;1;6;25;7;3;2;5;13;2;2;8;8;66;14;10;17;16;12;15;16;7;6;7;11;7;15;2;10;7;1;2;10;13;9;20;16;31;14;11;6;12;5;5;14;;;7;12;44;6;17;4;3;;3;3;;;;;;;;1;;1;;;;;;;2;;;1;;;;;1;1;1;;;;1;;;1;;5;7;;2;5;2;1;4;67;;5;5;5;9;9;1;15;5;;;5;4;42;7;2;5;5;2;2;1;;4;;;;;;;;;;;;;;;;;;;;;;2;;;;2;4;5;10;;;;;;;;;;;;;;;;;;1;;;;;3;;;;;;;;;
old;13039;275;H(L);NL;CYPERACEAE;Cyperaceae undiff.;Cyperaceae;3;6;9;35;20;67;;10;28;217;187;24;10;13;12;2;7;26;159;41;18;40;329;52;119;264;230;117;130;64;83;144;101;30;57;17;;8;107;35;108;123;9;15;23;23;20;29;16;8;11;6;16;31;4;24;106;11;18;6;26;4;3;3;14;33;5;9;3;12;7;22;9;6;19;1;24;30;11;;6;5;1;10;18;12;9;11;16;3;2;9;14;92;5;16;18;9;22;19;12;15;24;13;6;20;19;18;38;46;36;64;50;47;44;51;34;31;66;40;28;48;27;10;82;55;30;204;232;134;20;19;26;43;46;86;36;37;53;60;37;19;46;60;217;19;24;90;20;44;16;7;8;15;22;67;22;15;11;76;11;12;1;6;9;8;189;18;22;2;17;13;31;67;1;10;4;3;4;;5;48;2;;;7;5;10;21;1;18;12;5;13;20;62;31;87;27;13;40;17;45;38;20;7;60;38;4;8;1;27;104;9;5;22;8;11;6;7;3;9;13;8;11;4;13;36;8;20;22;14;30;52;21;16;23;61;8;60;17;30;5;32;23;6;36;46;15;38;100;238;206;220;38;42;21;;111;;163;50;235;22;84;11;7;18;33;92;182;166;80;135;300;110;23;372;351;651;72;110;73
old;6;1;ST;A;DICHAPETALACEAE;Tapura fischeri-type;Tapura_fischeri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;3;3;H;N;DIPSACACEAE;Scabiosa-type;Scabiosa;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;62;22;S(T);A;DRACAENACEAE;Dracaena;Dracaena;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;2;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;15;;;;;;7;;;1;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;2;;2;;13;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;1;1;H;N;DROSERACEAE;Drosera;Drosera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
old;48;17;ST;A;EBENACEAE;Diospyros;Diospyros;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;7;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;1;;;
old;8;6;ST;A;EBENACEAE;Ebenaceae undiff.;Ebenaceae;;;;;;;1;3;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;564;84;ST;A;EBENACEAE;Euclea;Euclea;6;6;4;3;;1;;;;;11;;;;1;;;4;;1;;;;;;;;;;;;;;;;1;3;2;;;;;;1;;;;2;1;2;;;;19;2;13;1;4;2;1;;;;;;2;;;;;;1;;;3;;1;7;6;;;;;;;1;;;4;;;;5;1;;;3;;;;;;1;;;2;;;2;;4;;;;;;7;4;;3;2;2;2;;1;;1;;;1;1;;;2;1;;;;2;4;3;2;;1;;1;;;1;;;;9;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;1;1;2;;;;;;18;;1;1;3;5;2;240;;58;5;1;;3;;;2;10;;6;;5;;;;1;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;
old;6;6;SL;AL;EPHEDRACEAE;Ephedra;Ephedra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
old;1408;121;ST;A;ERICACEAE;Ericaceae undiff.;Ericaceae;2;2;7;25;;12;220;1;98;;3;;;1;;;1;1;1;39;128;;45;1;1;3;1;;18;6;29;9;1;2;7;1;;;1;2;;1;;2;42;38;68;57;74;156;34;75;8;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;5;;;;;;;3;2;;;3;1;;1;;8;5;1;;2;3;1;1;8;2;;;3;1;2;;1;1;1;1;;1;;;1;;1;;;;1;;;2;;;2;2;1;;1;1;;;;;1;1;1;;;;;;;;;1;;;;;1;;;;3;;;;;;;;;;;;;;;;;1;;;;;;2;1;;1;2;;;1;3;;;2;3;7;5;1;;;1;2;;;8;3;16;5;16;;;1;1;1;1;;;1;1;1;1;1;;1;;;;;1;1;;1;;;2;;;1;3;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;
old;1214;126;HS(T);I;EUPHORBIACEAE;Acalypha;Acalypha;;2;;;;;;;;;;;1;1;11;;7;;;;;;;;;;;;;;;;;;1;1;;;2;;;;;;;;;;;;;;;2;;;;;1;;1;;;;;1;;;1;;;1;;;;;1;11;2;;1;;;;;3;;;5;;;;134;;5;4;;4;3;3;55;4;1;2;3;1;;4;1;;2;2;1;1;1;1;4;12;11;22;15;15;5;7;2;;1;;;;1;3;;;3;1;;1;;;;;;;;;;;;;1;;;1;;1;3;2;;4;;2;;2;;;;1;;;;1;;;;5;;;20;17;8;1;18;;1;;1;2;;;;;;4;9;103;81;;6;7;11;3;1;5;;;;;;;;1;4;1;;1;;1;2;4;;3;4;32;1;3;4;16;155;49;3;;6;43;69;5;14;2;;;4;15;4;6;7;4;2;;2;;2;;;;;;;;;;;;;;;;;;6;2;1;1;1;4;2;4;1;;;;;11;
old;193;24;ST;A;EUPHORBIACEAE;Alchornea;Alchornea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;2;;1;;3;;;;;;;;;;;;;;1;1;;;;;;;;5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;11;;6;5;;121;1;9;;7;;;1;;3;3;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;
old;23;1;H;N;EUPHORBIACEAE;Andrachne aspera-type;Andrachne_aspera;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;2;1;ST;A;EUPHORBIACEAE;Argomuellera-type macrophylla;Argomuellera_macrophylla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;27;8;ST;A;EUPHORBIACEAE;Bridelia-type;Bridelia;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;18;;;;;;;;;
old;259;17;HST;I;EUPHORBIACEAE;Clutia;Clutia;70;11;31;4;;1;;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;39;;;;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;122;43;ST(HL);I;EUPHORBIACEAE;Croton-type;Croton;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;11;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;1;;1;;;1;;;1;;;;;;;;;1;1;1;2;;;;;;;1;;;1;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;1;1;;;;;1;;;;;;;;;;3;2;1;;;2;;;;;;;2;;1;15;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;2;;;;13;4;;1;3;;;;;2;1
old;21;14;ST;A;EUPHORBIACEAE;Erythrococca-type;Erythrococca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;3;1;;;;;;;;;1;;;;1;1;;;;;;1;4;2;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;31;12;ST;A;EUPHORBIACEAE;Euphorbia tirucalli-type ;Euphorbia_tirucalli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;5;;;;;1;;3;;5;;2;;;;;;2;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;3
old;253;61;HST(L);I;EUPHORBIACEAE;Euphorbiaceae undiff.;Euphorbiaceae;1;;;1;1;;;;;;2;2;;;;;;;1;;;;;;;;;;;1;;;;;2;;85;6;2;;3;;;;;;2;;;;;;;1;;;;;1;;;;;;;;36;;;;;;;;;;;1;;1;;;;;1;;;;1;;1;1;2;2;3;1;2;;;3;;1;1;;;;;;2;;;;;;;1;1;;1;2;;;1;;;;1;;;;;2;;;;;;;2;;;1;;;1;;;;;;;1;;;;;19;;;2;;;;;2;;;;;;;5;;;;;;;;;;1;2;;;;;;;;;;5;;;;;;;;;;;;;3;;2;;;4;3;;;;;;;;;;;;3;;;;;;;1;;;;;;1;;;;;;;1;;;;1;;;;1;;;;6;7;;;;;;;;;;;;;;;;;;;;;;;;;;
old;310;72;H;N;EUPHORBIACEAE;Euphorbia-type indica;Euphorbia_indica;;;;1;;;;;;2;;;;14;;10;10;48;;;;;;;;;;;;;;;;;1;2;5;8;;;;;;;;;;;;;;;;;;5;;1;8;1;7;1;;;1;3;;;1;3;1;3;2;1;3;;5;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;2;;;2;;2;;;1;1;;;;;;;;;3;;;1;3;5;;3;1;1;;;;1;;1;;;1;;1;2;;;2;;;;;;;;5;;;1;;;;3;;;;;;;;;3;1;1;3;7;3;1;22;;;;9;4;;7;;;;;;;;;;1;;;3;;;;;;11;2;;;;6;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;1;2;;;1;23;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;218;35;ST;A;EUPHORBIACEAE;Flueggea virosa-type;Flueggea_virosa;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;3;;;3;1;;13;5;;7;8;1;3;1;1;1;;1;;;;1;;18;34;;;;9;;;;10;;;;;;7;1;;;;;1;;;;2;;1;;;;6;1;;1;;2;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
old;787;70;ST;A;EUPHORBIACEAE;Macaranga-type;Macaranga;;;1;2;;;;;;;;;1;2;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;3;;48;237;11;;5;;;1;;;;5;2;;1;35;1;9;3;2;6;1;1;;6;3;;;;2;6;;;;;;4;4;;;;1;;3;;;;;;;;;;;;;;;;1;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;3;5;3;3;2;2;7;;;1;;1;3;1;5;1;4;1;;1;1;3;9;2;4;17;12;18;15;127;8;35;68;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;1;1;H;N;EUPHORBIACEAE;Micrococca-type mercurialis;Micrococca_mercurialis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
old;3;2;ST;A;EUPHORBIACEAE;Oldfieldia-type;Oldfieldia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;48;16;H;N;EUPHORBIACEAE;Phyllanthus-type boehmii;Phyllanthus_boehmii;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;5;1;;4;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;;;;;;;;;;;;7;;5;;;;2;;;8;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
old;23;1;ST;A;EUPHORBIACEAE;Phyllanthus-type engleri;Phyllanthus_engleri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;7;5;H;N;EUPHORBIACEAE;Phyllanthus-type maderaspatensis;Phyllanthus_maderaspatensis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
old;313;15;ST(L);AL;EUPHORBIACEAE;Phyllanthus-type muellerianus;Phyllanthus_muellerianus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;109;;1;;;;;168;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;5;;;;;14;;;;;;3;;;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
old;103;27;ST;A;EUPHORBIACEAE;Phyllanthus-type reticulatus;Phyllanthus_reticulatus;;;;;;;;;;;;;5;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;4;;1;2;2;23;;;;1;;;5;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;2;3;;;1;;;;3;;;;1;;;;;3;;1;;;;;;2;;;;;2;;2;;1;;;;;;;;;;;;;;20;;;;10;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
